,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Aldıkları Hizmet Sayısı,Aldıkları Hizmet Başına Aylık Ortalama Ücreti,Sözleşmeli Mi?,Otomatik Ödeme mi?,Streaming,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Group_Kısa Süreli Müşteri,Tenure_Group_Orta Süreli Müşteri,Tenure_Group_Uzun Süreli Müşteri
1558,0637-YLETY,0,0,0,0,16,1,1,0,1,1,0,0,1,1,95.6,1555.65,1,5,19.119999999999997,0,1,1,True,False,False,False,True,False,False,True,False,False
1559,9818-XQCUV,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,45.3,0,1,20.35,0,0,0,False,True,False,False,False,False,True,False,False,False
1560,7338-ERIVA,1,0,0,1,39,0,0,1,0,0,1,1,0,0,45.05,1790.6,0,4,11.2625,1,1,1,False,False,True,False,False,False,False,False,True,False
1561,1157-BQCUW,1,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,74.95,1,2,37.475,0,0,0,True,False,False,False,False,True,False,False,False,False
1562,8259-NFJTV,0,0,1,1,7,0,0,1,0,0,1,0,0,0,34.65,246.6,0,3,11.549999999999999,0,0,0,False,False,False,False,False,False,True,False,False,False
1563,3223-DWFIO,1,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0,2,34.675,0,0,0,True,False,False,False,False,True,False,False,False,False
1564,2660-EMUBI,1,1,0,0,10,1,1,0,0,0,0,1,1,1,95.35,898.35,1,4,23.8375,0,0,1,True,False,False,False,False,True,False,False,False,False
1565,6968-GMKPR,0,0,0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,0,4,20.3875,0,0,0,True,False,False,False,False,True,False,False,True,False
1566,4751-ERMAN,1,0,1,1,72,1,0,0,1,1,0,1,1,1,75.4,5480.25,0,6,12.566666666666668,1,1,1,False,False,False,True,False,False,False,False,False,True
1567,1436-ZMJAN,0,0,1,0,10,1,0,0,0,1,0,1,1,1,67.8,653.15,0,5,13.559999999999999,0,1,1,False,False,False,False,True,False,False,False,False,False
1568,3292-PBZEJ,1,1,0,0,11,1,1,0,1,1,1,1,1,1,111.4,1183.05,0,7,15.914285714285715,0,0,1,True,False,False,False,False,True,False,False,False,False
1569,0799-DDIHE,0,0,1,1,15,1,0,0,0,0,0,0,0,0,46.3,639.45,0,2,23.15,0,0,0,False,False,False,False,False,True,False,True,False,False
1570,3070-FNFZQ,0,0,1,1,23,1,0,0,0,0,0,0,0,0,20.4,478.75,0,1,20.4,1,1,0,False,True,False,True,False,False,False,True,False,False
1571,2812-SFXMJ,1,0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,1,20.05,0,0,0,False,True,False,False,False,False,True,False,False,False
1572,7675-OZCZG,0,1,0,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,2,22.5,0,0,0,False,False,False,False,False,True,False,False,False,False
1573,5014-WUQMG,1,0,1,1,47,1,0,1,1,1,0,0,1,1,96.1,4391.45,0,6,16.016666666666666,1,0,1,True,False,True,False,False,True,False,False,True,False
1574,5312-TSZVC,0,0,0,1,15,1,0,0,0,0,0,0,0,0,19.65,270.6,0,1,19.65,1,0,0,False,True,True,False,False,False,True,True,False,False
1575,2003-CKLOR,1,0,0,0,66,1,0,0,1,1,0,1,1,0,99.5,6710.5,1,6,16.583333333333332,0,0,1,True,False,False,False,False,True,False,False,False,True
1576,0993-OSGPT,0,1,1,0,68,1,0,0,1,1,1,0,0,1,60.65,3975.9,0,5,12.129999999999999,1,1,0,False,False,True,False,False,False,False,False,False,True
1577,9254-RBFON,0,0,1,1,17,1,0,0,0,1,1,1,1,0,98.6,1704.95,1,6,16.433333333333334,1,1,1,True,False,True,False,False,False,False,True,False,False
1578,1205-WNWPJ,0,0,0,0,7,1,0,0,0,0,1,1,0,1,59.5,415.95,1,4,14.875,0,0,1,False,False,False,False,False,False,True,False,False,False
1579,9391-EOYLI,1,1,1,0,12,1,0,0,0,0,0,0,1,1,80.45,950.2,1,3,26.816666666666666,0,0,1,True,False,False,False,False,True,False,False,False,False
1580,7108-DGVUU,0,1,1,0,21,1,1,0,1,1,0,0,1,0,71.7,1497.05,0,5,14.34,1,1,1,False,False,True,False,False,False,False,True,False,False
1581,2782-JEEBU,1,0,0,0,21,0,0,0,1,0,1,0,0,1,36.0,780.15,0,3,12.0,0,0,0,False,False,False,False,False,False,True,True,False,False
1582,5127-BZENZ,0,0,1,1,56,1,1,1,0,0,0,1,0,0,65.2,3512.15,0,4,16.3,1,1,1,False,False,True,False,False,False,False,False,True,False
1583,2720-FVBQP,0,0,1,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0,2,24.475,0,1,0,False,False,False,False,True,False,False,False,False,False
1584,9906-NHHVC,0,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,5,10.7,1,1,1,False,False,False,True,False,False,False,False,False,True
1585,4522-XRWWI,1,0,1,0,42,1,1,1,0,0,1,1,1,0,80.45,3375.9,0,6,13.408333333333333,1,1,1,False,False,True,False,True,False,False,False,True,False
1586,3766-EJLFL,0,0,1,1,68,1,1,1,0,1,1,1,1,1,109.05,7508.55,0,7,15.578571428571427,1,1,1,True,False,False,True,False,False,False,False,False,True
1587,5939-SXWHM,1,0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,0,1,26.3,1,1,0,False,True,False,True,False,False,False,False,True,False
1588,8152-UOBNY,0,1,0,0,50,1,1,0,1,0,1,1,1,1,106.8,5347.95,0,6,17.8,1,0,1,True,False,True,False,False,True,False,False,True,False
1589,7351-KYHQH,0,1,0,0,7,1,0,0,1,1,0,1,0,1,64.95,493.65,0,5,12.99,0,0,1,False,False,False,False,False,True,False,False,False,False
1590,7643-RCHXS,0,0,1,1,63,1,0,0,0,0,0,0,0,0,19.35,1263.85,0,1,19.35,1,0,0,False,True,False,True,False,True,False,False,False,True
1591,8246-SHFGA,1,0,0,0,17,1,0,0,0,0,0,0,0,0,21.1,385.55,0,1,21.1,0,1,0,False,True,False,False,True,False,False,True,False,False
1592,8387-MOJJT,0,0,1,1,42,1,0,0,0,0,0,1,0,1,77.95,3384.0,1,3,25.983333333333334,0,1,1,True,False,False,False,True,False,False,False,True,False
1593,0620-XEFWH,1,0,1,1,4,1,0,0,0,0,0,0,0,0,18.85,84.2,0,1,18.85,0,0,0,False,True,False,False,False,False,True,False,False,False
1594,6485-QXWWE,0,0,0,1,62,1,1,0,0,0,0,0,0,0,26.0,1638.7,0,1,26.0,1,1,0,False,True,False,True,False,False,False,False,False,True
1595,2761-OCIAX,1,1,0,0,2,1,0,0,1,0,0,0,0,1,74.7,165.4,1,3,24.900000000000002,0,0,0,True,False,False,False,False,True,False,False,False,False
1596,7321-VGNKU,0,0,1,0,2,1,0,0,0,0,0,0,0,1,70.35,120.25,0,2,35.175,0,0,0,True,False,False,False,False,True,False,False,False,False
1597,5327-CNLUQ,1,0,1,0,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,0,6,16.150000000000002,1,1,1,True,False,False,True,False,False,False,False,True,False
1598,7552-KEYGT,1,0,1,0,27,1,0,0,0,0,0,0,0,0,19.55,520.55,0,1,19.55,1,1,0,False,True,False,True,False,False,False,True,False,False
1599,5816-JMLGY,0,0,1,1,70,1,0,0,1,1,1,1,1,1,80.4,5717.85,0,7,11.485714285714286,1,1,1,False,False,False,True,False,False,False,False,False,True
1600,3068-OMWZA,1,1,0,0,1,1,1,0,0,1,0,1,0,1,88.8,88.8,1,4,22.2,0,0,1,True,False,False,False,False,True,False,False,False,False
1601,2927-QRRQV,1,0,1,0,46,1,1,0,1,1,0,1,0,1,94.65,4312.5,0,5,18.93,1,0,1,True,False,True,False,False,True,False,False,True,False
1602,6032-KRXXO,1,0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,1,4,22.5625,0,0,1,True,False,False,False,False,True,False,True,False,False
1603,7459-RRWQZ,0,0,0,0,15,1,1,1,0,0,0,0,1,1,64.65,994.55,1,4,16.1625,0,1,1,False,False,False,False,False,False,False,True,False,False
1604,6265-SXWBU,1,0,1,1,69,1,1,0,1,1,0,1,0,0,95.75,6511.25,0,5,19.15,1,1,1,True,False,True,False,True,False,False,False,False,True
1605,7941-RCJOW,1,0,0,0,65,1,0,0,0,0,0,0,0,1,19.55,1218.65,0,1,19.55,1,1,0,False,True,False,True,True,False,False,False,False,True
1606,6374-NTQLP,1,1,1,1,72,1,0,1,0,1,1,1,1,1,104.1,7447.7,0,7,14.87142857142857,1,1,1,True,False,False,True,True,False,False,False,False,True
1607,4154-AQUGT,1,1,1,0,13,1,0,0,1,0,1,0,1,1,89.05,1169.35,1,5,17.81,0,1,1,True,False,False,False,False,False,False,True,False,False
1608,2387-KDZQY,1,0,0,0,17,1,0,0,0,0,0,0,0,1,20.1,279.5,0,1,20.1,1,0,0,False,True,True,False,False,False,True,True,False,False
1609,3584-WKTTW,1,0,1,0,51,1,1,1,0,1,1,1,1,1,111.55,5720.35,0,7,15.935714285714285,1,0,1,True,False,True,False,False,True,False,False,True,False
1610,3399-BMLVW,1,0,1,1,51,1,0,1,1,0,1,0,0,0,60.5,3121.45,0,5,12.1,1,1,0,False,False,False,True,True,False,False,False,True,False
1611,1971-DTCZB,0,0,1,0,72,1,1,1,1,1,1,1,1,1,90.95,6468.6,0,8,11.36875,1,1,1,False,False,False,True,False,False,False,False,False,True
1612,3092-IGHWF,1,0,1,1,67,1,1,0,1,1,0,0,0,0,87.4,5918.8,1,4,21.85,1,0,0,True,False,True,False,False,True,False,False,False,True
1613,3374-PZLXD,1,0,0,0,34,1,0,0,0,0,0,0,0,0,19.7,675.6,0,1,19.7,0,0,0,False,True,False,False,False,False,True,True,False,False
1614,3813-DHBBB,1,0,1,0,67,0,0,1,1,0,1,0,1,1,50.95,3521.7,0,5,10.190000000000001,1,1,1,False,False,False,True,False,False,False,False,False,True
1615,2812-REYAT,0,0,1,0,49,1,0,0,0,0,0,0,0,1,20.05,923.1,0,1,20.05,1,1,0,False,True,True,False,False,False,False,False,True,False
1616,6518-PPLMZ,1,0,1,1,53,1,0,0,0,0,0,0,0,1,19.4,1110.35,0,1,19.4,1,0,0,False,True,False,True,False,False,True,False,True,False
1617,4939-KYYPY,1,0,0,0,27,1,1,0,0,1,1,0,0,0,59.45,1611.65,0,4,14.8625,0,0,0,False,False,False,False,False,True,False,True,False,False
1618,8017-LXHFA,0,1,0,0,23,1,0,0,1,0,0,1,1,1,94.75,2293.6,1,5,18.95,0,0,1,True,False,False,False,False,True,False,True,False,False
1619,5930-GBIWP,1,0,0,0,69,1,1,1,1,1,1,0,1,1,81.5,5553.25,0,7,11.642857142857142,1,1,1,False,False,False,True,True,False,False,False,False,True
1620,6022-KOUQO,0,0,1,1,2,0,0,0,0,0,1,0,0,0,29.05,44.75,0,2,14.525,0,1,0,False,False,False,False,False,False,False,False,False,False
1621,6352-TWCAU,0,0,0,0,35,1,1,0,0,0,0,1,0,1,86.45,3029.1,1,3,28.816666666666666,0,0,1,True,False,False,False,False,True,False,True,False,False
1622,2361-UPSND,0,0,1,0,46,1,0,1,1,0,1,0,1,0,70.6,3231.05,0,6,11.766666666666666,1,0,1,False,False,True,False,False,False,True,False,True,False
1623,6035-RIIOM,0,0,0,0,54,1,1,0,1,0,0,1,1,1,97.2,5129.45,0,5,19.44,1,1,1,True,False,False,True,False,False,False,False,True,False
1624,2929-QNSRW,0,0,1,0,56,1,1,0,1,0,0,1,1,1,98.25,5508.35,1,5,19.65,1,0,1,True,False,True,False,False,True,False,False,True,False
1625,1262-OPMFY,0,0,1,0,9,1,0,0,0,1,0,0,0,1,75.75,655.9,1,3,25.25,0,1,0,True,False,False,False,False,False,False,False,False,False
1626,9504-DSHWM,1,0,0,0,20,1,1,1,0,0,1,0,0,0,59.2,1191.2,0,4,14.8,0,1,0,False,False,False,False,False,False,False,True,False,False
1627,5035-BVCXS,1,0,0,0,11,1,0,0,1,0,0,0,0,1,75.9,866.4,0,3,25.3,0,0,0,True,False,False,False,False,False,True,False,False,False
1628,6267-DCFFZ,0,1,1,0,30,1,1,0,1,0,0,1,0,1,90.05,2627.2,0,4,22.5125,0,0,1,True,False,False,False,False,True,False,True,False,False
1629,3533-UVMOM,1,0,1,0,68,1,0,1,1,1,0,0,1,0,70.95,4741.45,0,6,11.825000000000001,1,1,1,False,False,False,True,False,False,False,False,False,True
1630,2439-LYPMQ,1,1,1,0,38,1,1,0,1,1,0,1,1,1,102.6,4009.2,0,6,17.099999999999998,0,0,1,True,False,False,False,False,True,False,False,True,False
1631,4248-QPAVC,0,1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,1,4,21.3375,0,1,0,True,False,False,False,False,False,False,True,False,False
1632,1899-VXWXM,1,0,0,0,48,1,1,0,1,1,0,1,1,1,106.1,5082.8,1,6,17.683333333333334,1,1,1,True,False,True,False,True,False,False,False,True,False
1633,1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,43.8,43.8,0,2,21.9,0,0,0,False,False,False,False,False,True,False,False,False,False
1634,9995-HOTOH,1,0,1,1,63,0,0,1,1,1,0,1,1,0,59.0,3707.6,0,6,9.833333333333334,1,0,1,False,False,False,True,False,True,False,False,False,True
1635,2988-PLAHS,0,0,0,0,3,1,0,0,0,1,0,1,1,1,69.95,220.45,0,5,13.99,1,0,1,False,False,True,False,False,True,False,False,False,False
1636,1371-OJCEK,0,0,0,0,48,1,1,0,0,0,0,0,0,0,24.35,1133.7,0,1,24.35,1,1,0,False,True,True,False,False,False,False,False,True,False
1637,4999-IEZLT,1,0,0,0,66,0,0,0,0,0,1,0,0,0,29.45,1983.15,0,2,14.725,1,1,0,False,False,True,False,True,False,False,False,False,True
1638,8883-ANODQ,0,0,1,1,68,1,1,0,1,1,0,0,0,1,84.4,5746.75,0,4,21.1,1,1,0,True,False,False,True,True,False,False,False,False,True
1639,4690-LLKUA,1,1,0,0,17,1,0,0,0,0,0,0,0,1,45.05,770.6,1,2,22.525,0,0,0,False,False,False,False,False,True,False,True,False,False
1640,2351-RRBUE,0,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,134.05,0,1,20.65,1,0,0,False,True,True,False,False,False,True,False,False,False
1641,5980-BDHPY,1,0,1,0,72,1,1,1,1,1,1,1,1,1,87.1,6230.1,0,8,10.8875,1,1,1,False,False,False,True,False,False,False,False,False,True
1642,1498-DQNRX,0,0,1,0,29,1,0,0,0,0,0,0,0,0,19.85,573.05,0,1,19.85,0,0,0,False,True,False,False,False,False,True,True,False,False
1643,9469-WEJBT,1,0,1,0,37,1,0,0,0,1,1,0,1,1,90.35,3419.3,0,5,18.07,0,0,1,True,False,False,False,False,True,False,False,True,False
1644,3331-HQDTW,0,0,0,0,34,1,1,1,1,1,0,1,1,1,109.8,3587.25,1,7,15.685714285714285,0,0,1,True,False,False,False,False,False,True,True,False,False
1645,9490-DFPMD,0,1,0,0,42,1,1,0,0,0,0,1,0,1,84.65,3541.35,1,3,28.21666666666667,0,0,1,True,False,False,False,False,True,False,False,True,False
1646,2581-VKIRT,0,0,1,1,59,1,1,1,1,0,1,0,0,0,65.5,3801.3,0,5,13.1,1,0,0,False,False,True,False,False,False,True,False,True,False
1647,5442-XSDCW,1,0,1,1,11,1,0,0,0,0,0,1,0,1,79.5,868.5,1,3,26.5,0,1,1,True,False,False,False,False,False,False,False,False,False
1648,7426-WEIJX,1,1,1,1,60,1,1,1,0,0,0,0,0,1,80.95,4859.1,0,3,26.983333333333334,0,0,0,True,False,False,False,False,True,False,False,True,False
1649,2851-MMUTZ,0,0,0,0,27,1,0,0,1,0,1,0,0,1,56.15,1439.35,0,4,14.0375,0,0,0,False,False,False,False,False,False,True,True,False,False
1650,3049-NDXFL,0,0,0,0,1,1,1,0,0,0,0,0,1,0,85.8,85.8,1,3,28.599999999999998,0,0,1,True,False,False,False,False,False,True,False,False,False
1651,8580-AECUZ,1,1,0,0,1,1,0,0,0,0,0,1,0,1,79.1,79.1,1,3,26.366666666666664,0,0,1,True,False,False,False,False,True,False,False,False,False
1652,3307-TLCUD,1,0,1,0,17,0,0,1,0,1,0,0,0,0,34.4,592.75,0,3,11.466666666666667,0,0,0,False,False,False,False,False,False,True,True,False,False
1653,6625-FLENO,1,0,1,0,58,1,0,0,0,0,0,0,0,0,20.75,1185.95,0,1,20.75,1,0,0,False,True,False,True,False,False,True,False,True,False
1654,2967-MXRAV,1,0,1,1,1,1,0,0,0,0,0,0,0,0,18.8,18.8,0,1,18.8,1,0,0,False,True,True,False,False,False,True,False,False,False
1655,7963-GQRMY,0,0,1,1,3,1,0,0,0,0,0,0,0,0,44.3,134.5,1,2,22.15,0,0,0,False,False,False,False,False,False,True,False,False,False
1656,8189-HBVRW,0,0,0,0,53,1,1,1,1,1,0,0,0,0,90.8,4921.2,0,5,18.16,0,0,0,True,False,False,False,False,True,False,False,True,False
1657,4163-KIUHY,1,0,0,0,35,1,1,0,0,0,0,0,0,1,25.6,901.25,0,1,25.6,0,0,0,False,True,False,False,False,True,False,True,False,False
1658,1228-FZFRV,1,0,1,1,50,1,1,1,0,1,0,1,1,0,105.95,5341.8,1,6,17.658333333333335,0,1,1,True,False,False,False,True,False,False,False,True,False
1659,3500-NSDOA,1,0,1,1,68,1,1,0,1,0,1,0,1,0,70.8,4859.95,0,5,14.16,1,1,1,False,False,False,True,True,False,False,False,False,True
1660,1171-TYKUR,1,0,1,0,47,1,1,0,0,0,0,0,0,0,25.4,1139.2,0,1,25.4,0,0,0,False,True,False,False,False,True,False,False,True,False
1661,3761-FLYZI,0,1,1,0,65,1,1,0,1,1,0,1,1,1,108.8,7082.45,0,6,18.133333333333333,0,1,1,True,False,False,False,False,False,False,False,False,True
1662,2058-DCJBE,1,0,0,0,5,1,0,0,0,0,0,0,0,1,69.75,324.6,1,2,34.875,0,0,0,True,False,False,False,False,True,False,False,False,False
1663,5364-XYIRR,1,0,1,0,51,1,1,0,0,0,0,1,1,1,94.65,4812.75,1,4,23.6625,0,0,1,True,False,False,False,False,True,False,False,True,False
1664,4829-AUOAX,0,0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,1,4,24.0125,0,1,1,True,False,False,False,False,False,False,False,True,False
1665,1219-NNDDO,0,0,0,0,9,1,1,0,0,0,0,0,0,1,76.85,663.55,0,2,38.425,0,0,0,True,False,False,False,False,True,False,False,False,False
1666,8388-DMKAE,0,0,0,0,8,1,0,0,0,0,0,0,0,0,20.25,174.65,0,1,20.25,1,0,0,False,True,False,True,False,False,True,False,False,False
1667,4403-BWPAY,1,0,0,0,14,1,1,0,0,0,0,0,0,1,24.8,321.7,0,1,24.8,1,1,0,False,True,True,False,True,False,False,True,False,False
1668,9659-QEQSY,0,0,0,0,45,1,1,1,1,1,1,1,1,1,115.65,5125.5,0,8,14.45625,0,0,1,True,False,False,False,False,True,False,False,True,False
1669,5405-ZMYXQ,0,0,0,0,8,1,1,0,0,0,0,0,0,1,74.6,548.9,0,2,37.3,0,1,0,True,False,False,False,True,False,False,False,False,False
1670,5047-LHVLY,1,1,0,1,1,1,0,0,0,1,0,0,0,1,50.15,50.15,1,3,16.716666666666665,0,0,0,False,False,False,False,False,False,True,False,False,False
1671,1442-OKRJE,1,0,1,1,66,1,0,1,1,1,0,1,1,1,103.15,7031.3,0,7,14.735714285714286,1,1,1,True,False,True,False,False,False,False,False,False,True
1672,4737-AQCPU,1,0,1,1,72,1,1,1,1,1,1,0,0,0,72.1,5016.65,0,6,12.016666666666666,1,1,0,False,False,False,True,True,False,False,False,False,True
1673,9158-VCTQB,0,0,1,0,41,1,1,1,1,1,1,1,1,1,113.6,4594.95,1,8,14.2,0,1,1,True,False,False,False,False,False,False,False,True,False
1674,2808-CHTDM,0,0,1,1,23,1,1,0,0,0,0,0,0,0,25.1,611.45,0,1,25.1,1,0,0,False,True,False,True,False,False,True,True,False,False
1675,6311-UEUME,0,0,0,0,29,1,0,0,0,0,0,1,0,1,78.9,2384.15,1,3,26.3,0,0,1,True,False,False,False,False,True,False,True,False,False
1676,0793-TWELN,0,0,0,0,4,1,1,1,0,0,0,0,0,1,80.15,319.85,0,3,26.71666666666667,0,0,0,True,False,False,False,False,True,False,False,False,False
1677,3283-WCWXT,1,0,1,1,6,1,1,0,0,0,0,0,0,0,25.4,153.3,0,1,25.4,1,0,0,False,True,False,True,False,False,True,False,False,False
1678,1060-ENTOF,0,1,1,0,67,1,1,1,1,1,1,0,1,1,105.4,7035.6,0,7,15.057142857142859,1,1,1,True,False,True,False,True,False,False,False,False,True
1679,0999-QXNSA,1,1,0,1,7,1,0,0,0,0,0,0,0,1,45.75,344.2,0,2,22.875,0,0,0,False,False,False,False,False,False,True,False,False,False
1680,5451-MHQOF,1,0,1,1,56,1,1,0,0,0,0,0,0,1,24.45,1431.65,0,1,24.45,1,0,0,False,True,True,False,False,False,True,False,True,False
1681,4836-WNFNO,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.0,1849.2,0,1,25.0,1,1,0,False,True,False,True,True,False,False,False,False,True
1682,9225-BZLNZ,1,0,1,0,72,1,1,1,1,1,0,1,1,1,85.25,6083.1,0,7,12.178571428571429,1,0,1,False,False,False,True,False,True,False,False,False,True
1683,0354-VXMJC,1,0,1,1,23,1,0,0,0,0,0,0,0,0,19.6,426.65,0,1,19.6,1,1,0,False,True,False,True,True,False,False,True,False,False
1684,4422-QVIJA,0,0,0,1,35,1,1,0,0,0,0,0,0,0,50.15,1655.35,0,2,25.075,0,0,0,False,False,False,False,False,False,True,True,False,False
1685,9365-SRSZE,1,1,1,0,27,1,0,0,0,0,0,0,0,1,70.55,1943.9,0,2,35.275,0,0,0,True,False,False,False,False,True,False,True,False,False
1686,6839-ITVZJ,0,0,1,1,26,1,1,0,1,0,1,0,0,1,60.05,1616.15,1,4,15.0125,0,0,0,False,False,False,False,False,True,False,True,False,False
1687,8332-OSJDW,1,0,1,1,12,1,1,0,0,0,0,0,0,0,26.4,314.95,0,1,26.4,1,0,0,False,True,True,False,False,False,True,False,False,False
1688,4735-BJKOU,0,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0,1,20.15,1,0,0,False,True,False,True,False,False,True,False,True,False
1689,0274-JKUJR,1,0,1,1,7,0,0,1,1,1,0,1,1,0,58.85,465.7,0,6,9.808333333333334,0,0,1,False,False,False,False,False,False,True,False,False,False
1690,5740-YHGTW,1,0,1,1,70,1,1,1,1,0,0,1,0,1,97.55,6669.05,0,5,19.509999999999998,0,1,1,True,False,False,False,True,False,False,False,False,True
1691,8917-SZTTJ,1,0,1,1,60,1,0,0,0,0,0,0,0,0,19.65,1161.75,0,1,19.65,1,1,0,False,True,False,True,True,False,False,False,True,False
1692,1696-MZVAU,1,0,1,1,39,0,0,0,0,0,0,0,0,1,25.25,947.75,0,1,25.25,1,1,0,False,False,True,False,True,False,False,False,True,False
1693,7359-WWYJV,1,0,1,0,72,1,1,1,1,1,1,1,1,0,114.45,8375.05,0,8,14.30625,1,1,1,True,False,False,True,True,False,False,False,False,True
1694,0375-HVGXO,0,0,0,0,1,0,0,0,0,0,0,1,0,1,34.7,34.7,1,2,17.35,0,0,1,False,False,False,False,False,True,False,False,False,False
1695,4906-ZHGPK,1,0,1,1,54,1,1,0,1,0,1,1,0,1,70.7,3770.0,0,5,14.14,1,0,1,False,False,True,False,False,True,False,False,True,False
1696,8593-WHYHV,1,0,0,0,3,1,1,0,0,0,0,0,1,1,85.3,264.8,1,3,28.433333333333334,0,0,1,True,False,False,False,False,True,False,False,False,False
1697,3795-GWTRD,0,0,1,1,63,1,0,1,1,1,1,1,0,0,75.55,4707.85,0,7,10.792857142857143,1,1,1,False,False,False,True,True,False,False,False,False,True
1698,1298-PHBTI,1,0,1,1,71,1,1,0,1,0,1,0,0,1,84.8,6152.4,0,4,21.2,1,0,0,True,False,False,True,False,True,False,False,False,True
1699,6223-DHJGV,0,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,0,1,20.65,1,0,0,False,True,True,False,False,False,True,False,True,False
1700,6961-MJKBO,1,0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,0,1,20.45,1,1,0,False,True,False,True,False,False,False,False,True,False
1701,6097-EQISJ,0,0,1,1,66,1,1,0,1,1,0,1,1,1,102.45,6615.15,1,6,17.075,1,1,1,True,False,True,False,True,False,False,False,False,True
1702,4423-YLHDV,0,0,1,0,21,1,1,1,0,1,0,1,1,1,104.4,2200.25,1,6,17.400000000000002,0,1,1,True,False,False,False,False,False,False,True,False,False
1703,8158-WPEZG,1,0,0,0,11,0,0,0,1,0,1,0,0,1,35.65,425.1,0,3,11.883333333333333,0,0,0,False,False,False,False,False,True,False,False,False,False
1704,0107-YHINA,1,0,0,1,1,1,1,0,0,1,0,1,1,1,99.75,99.75,1,5,19.95,0,0,1,True,False,False,False,False,True,False,False,False,False
1705,4918-FYJNT,0,1,1,0,55,1,1,0,1,1,1,0,0,0,90.45,5044.8,0,5,18.09,0,0,0,True,False,False,False,False,True,False,False,True,False
1706,0727-BNRLG,1,0,0,0,69,1,1,0,1,1,1,1,0,1,97.65,6743.55,0,6,16.275000000000002,1,1,1,True,False,False,True,True,False,False,False,False,True
1707,4854-CIDCF,0,1,0,0,3,1,0,0,0,1,0,0,0,0,73.85,196.4,0,3,24.616666666666664,0,0,0,True,False,False,False,False,True,False,False,False,False
1708,8640-SDGKB,1,0,0,0,4,1,0,0,0,1,1,1,1,1,74.4,299.7,1,6,12.4,0,0,1,False,False,False,False,False,True,False,False,False,False
1709,3280-MRDOF,1,1,0,0,30,1,1,0,0,1,1,1,0,1,69.1,2093.9,0,5,13.819999999999999,1,1,1,False,False,False,True,True,False,False,True,False,False
1710,6435-SRWBJ,0,0,0,0,5,1,1,0,0,1,1,0,0,1,82.75,417.75,0,4,20.6875,0,0,0,True,False,False,False,False,True,False,False,False,False
1711,9964-WBQDJ,0,0,1,0,71,1,1,0,0,0,0,0,0,1,24.4,1725.4,0,1,24.4,1,1,0,False,True,False,True,True,False,False,False,False,True
1712,6303-KFWSL,0,0,0,0,29,1,1,0,1,0,0,0,0,1,55.25,1620.2,0,3,18.416666666666668,1,0,0,False,False,True,False,False,True,False,True,False,False
1713,1702-CCFNJ,1,0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,0,4,15.3375,0,1,0,False,False,False,False,False,False,False,False,True,False
1714,8932-CZHRQ,1,0,0,0,68,1,1,1,1,1,0,0,1,0,76.75,5233.25,0,6,12.791666666666666,1,1,1,False,False,True,False,True,False,False,False,False,True
1715,0386-CWRGM,0,0,1,1,46,1,0,0,0,0,0,0,0,0,19.4,967.85,0,1,19.4,1,0,0,False,True,False,True,False,False,True,False,True,False
1716,5515-RUGKN,1,0,0,0,8,1,0,0,0,0,0,0,1,1,54.75,438.05,0,3,18.25,0,1,1,False,False,False,False,True,False,False,False,False,False
1717,0404-AHASP,1,0,1,0,72,1,0,0,0,0,0,0,0,0,19.7,1421.9,0,1,19.7,1,1,0,False,True,False,True,True,False,False,False,False,True
1718,7279-NMVJC,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19.9,323.15,0,1,19.9,1,1,0,False,True,True,False,False,False,False,True,False,False
1719,2081-VEYEH,1,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,7,15.421428571428573,0,0,1,True,False,False,False,False,True,False,False,False,False
